path_id,entry_point_id,target_asset_id,hop_sequence,hop_count,path_probability,normalized_score,priority_label,generated_at,explanations,traverses
AP-3905,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>EXT-PL-F51124>IF-SI4-9590>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.087Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>EXT-PL-F51124>IF-SI4-9590
AP-3906,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>EXT-PL-F51124>IF-SI9-431B>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.087Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>EXT-PL-F51124>IF-SI9-431B
AP-3907,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>IF-SI3-4956>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.088Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL>IF-SI3-4956
AP-3908,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-IA1-8FD2,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-AMSTEMPCTRL>SYS-IA1-8FD2,3,0.221112,0.644643,High,2026-05-20T05:30:43.088Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-IA1-8FD2>SYS-AMSPRESSCTRL>SYS-AMSTEMPCTRL
AP-3909,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-IA3-9033,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-AMSTEMPCTRL>SYS-IA3-9033,3,0.221112,0.644643,High,2026-05-20T05:30:43.088Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>SYS-IA3-9033>SYS-AMSPRESSCTRL
AP-3910,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-DO356AAMSCORE>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.088Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL>SYS-DO356AAMSCORE
AP-3911,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-IA1-8FD2>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.088Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL>SYS-IA1-8FD2
AP-3912,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-IA2-066A>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.088Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-IA2-066A>SYS-AMSPRESSCTRL>SYS-AMSTEMPCTRL
AP-3913,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-IA3-9033>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.088Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-IA3-9033>SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL
AP-3914,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-IA5-F857>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.088Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSPRESSCTRL>SYS-IA5-F857>SYS-AMSTEMPCTRL
AP-3915,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-IA5A-143F>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.088Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>SYS-IA5A-143F>SYS-AMSPRESSCTRL
AP-3916,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-IA5B-E950>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.088Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSPRESSCTRL>SYS-AMSTEMPCTRL>SYS-IA5B-E950
AP-3917,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-IA5C-56E9>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.088Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>SYS-IA5C-56E9>SYS-AMSPRESSCTRL
AP-3918,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-IA6-5FCA>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.088Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL>SYS-IA6-5FCA
AP-3919,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-IA7-7743>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.088Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL>SYS-IA7-7743
AP-3920,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSPRESSCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSTEMPCTRL>IF-SI3-4956>SYS-AMSPRESSCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.089Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,IF-SI3-4956>SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL
AP-3921,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-IA1-8FD2,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL>SYS-IA1-8FD2,3,0.221112,0.644643,High,2026-05-20T05:30:43.089Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSPRESSCTRL>SYS-AMSTEMPCTRL>SYS-IA1-8FD2
AP-3922,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-IA3-9033,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL>SYS-IA3-9033,3,0.221112,0.644643,High,2026-05-20T05:30:43.089Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL>SYS-IA3-9033
AP-3923,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-IA4-BB4B,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL>SYS-IA4-BB4B,3,0.221112,0.644643,High,2026-05-20T05:30:43.089Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL>SYS-IA4-BB4B
AP-3924,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-IA4A-EBBA,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL>SYS-IA4A-EBBA,3,0.221112,0.644643,High,2026-05-20T05:30:43.089Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL>SYS-IA4A-EBBA
AP-3925,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-IA4B-52AA,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL>SYS-IA4B-52AA,3,0.221112,0.644643,High,2026-05-20T05:30:43.089Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL>SYS-IA4B-52AA
AP-3926,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-IA4C-D898,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL>SYS-IA4C-D898,3,0.221112,0.644643,High,2026-05-20T05:30:43.089Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-IA4C-D898>SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL
AP-3927,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-IA4D-8659,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL>SYS-IA4D-8659,3,0.221112,0.644643,High,2026-05-20T05:30:43.089Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>SYS-IA4D-8659>SYS-AMSPRESSCTRL
AP-3928,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSPRESSCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSTEMPCTRL>SYS-DO356AAMSCORE>SYS-AMSPRESSCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.089Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSPRESSCTRL>SYS-DO356AAMSCORE>SYS-AMSTEMPCTRL
AP-3929,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSPRESSCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSTEMPCTRL>SYS-IA1-8FD2>SYS-AMSPRESSCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.089Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL>SYS-IA1-8FD2
AP-3930,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSPRESSCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSTEMPCTRL>SYS-IA2-066A>SYS-AMSPRESSCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.089Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-IA2-066A>SYS-AMSPRESSCTRL>SYS-AMSTEMPCTRL
AP-3931,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSPRESSCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSTEMPCTRL>SYS-IA3-9033>SYS-AMSPRESSCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.089Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSPRESSCTRL>SYS-IA3-9033>SYS-AMSTEMPCTRL
AP-3932,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSPRESSCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSTEMPCTRL>SYS-IA5-F857>SYS-AMSPRESSCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.089Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSPRESSCTRL>SYS-AMSTEMPCTRL>SYS-IA5-F857
AP-3933,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSPRESSCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSTEMPCTRL>SYS-IA5A-143F>SYS-AMSPRESSCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.089Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSPRESSCTRL>SYS-IA5A-143F>SYS-AMSTEMPCTRL
AP-3934,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSPRESSCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSTEMPCTRL>SYS-IA5B-E950>SYS-AMSPRESSCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.089Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>SYS-IA5B-E950>SYS-AMSPRESSCTRL
AP-3935,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSPRESSCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSTEMPCTRL>SYS-IA5C-56E9>SYS-AMSPRESSCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.089Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSPRESSCTRL>SYS-AMSTEMPCTRL>SYS-IA5C-56E9
AP-3936,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSPRESSCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSTEMPCTRL>SYS-IA6-5FCA>SYS-AMSPRESSCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.089Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-IA6-5FCA>SYS-AMSPRESSCTRL>SYS-AMSTEMPCTRL
AP-3937,TP-IF-SI7-1C0E-AUTO-ING-01,SYS-AMSPRESSCTRL,TP-IF-SI7-1C0E-AUTO-ING-01>IF-SI7-1C0E>SYS-AMSTEMPCTRL>SYS-IA7-7743>SYS-AMSPRESSCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.089Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSPRESSCTRL>SYS-IA7-7743>SYS-AMSTEMPCTRL
AP-3938,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-AMSPRESSCTRL,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>EXT-PL-A2E704>IF-SI4-9590>SYS-AMSPRESSCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.089Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,EXT-PL-A2E704>IF-SI4-9590>SYS-AMSPRESSCTRL
AP-3939,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>EXT-PL-A2E704>IF-SI4-9590>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.089Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>EXT-PL-A2E704>IF-SI4-9590
AP-3940,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-AMSPRESSCTRL,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>EXT-PL-F51124>IF-SI3-4956>SYS-AMSPRESSCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.09Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,IF-SI3-4956>EXT-PL-F51124>SYS-AMSPRESSCTRL
AP-3941,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>EXT-PL-F51124>IF-SI3-4956>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.09Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>EXT-PL-F51124>IF-SI3-4956
AP-3942,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-AMSPRESSCTRL,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>EXT-PL-F51124>IF-SI4-9590>SYS-AMSPRESSCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.09Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,IF-SI4-9590>EXT-PL-F51124>SYS-AMSPRESSCTRL
AP-3943,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>EXT-PL-F51124>IF-SI4-9590>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.09Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,EXT-PL-F51124>SYS-AMSTEMPCTRL>IF-SI4-9590
AP-3944,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>EXT-PL-F51124>IF-SI9-431B>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.09Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,EXT-PL-F51124>SYS-AMSTEMPCTRL>IF-SI9-431B
AP-3945,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>IF-SI3-4956>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.091Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSPRESSCTRL>IF-SI3-4956>SYS-AMSTEMPCTRL
AP-3946,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-IA1-8FD2,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-AMSTEMPCTRL>SYS-IA1-8FD2,3,0.221112,0.644643,High,2026-05-20T05:30:43.091Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL>SYS-IA1-8FD2
AP-3947,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-IA3-9033,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-AMSTEMPCTRL>SYS-IA3-9033,3,0.221112,0.644643,High,2026-05-20T05:30:43.091Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-IA3-9033>SYS-AMSPRESSCTRL>SYS-AMSTEMPCTRL
AP-3948,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-DO356AAMSCORE>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.091Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL>SYS-DO356AAMSCORE
AP-3949,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-IA1-8FD2>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.091Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSPRESSCTRL>SYS-IA1-8FD2>SYS-AMSTEMPCTRL
AP-3950,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-IA2-066A>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.091Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-IA2-066A>SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL
AP-3951,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-IA3-9033>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.091Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-IA3-9033>SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL
AP-3952,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-IA5-F857>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.091Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSPRESSCTRL>SYS-AMSTEMPCTRL>SYS-IA5-F857
AP-3953,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-IA5A-143F>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.091Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSPRESSCTRL>SYS-AMSTEMPCTRL>SYS-IA5A-143F
AP-3954,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-IA5B-E950>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.091Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSPRESSCTRL>SYS-IA5B-E950>SYS-AMSTEMPCTRL
AP-3955,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-IA5C-56E9>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.091Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-IA5C-56E9>SYS-AMSPRESSCTRL>SYS-AMSTEMPCTRL
AP-3956,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-IA6-5FCA>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.091Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>SYS-IA6-5FCA>SYS-AMSPRESSCTRL
AP-3957,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-AMSTEMPCTRL,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>SYS-AMSPRESSCTRL>SYS-IA7-7743>SYS-AMSTEMPCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.091Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-IA7-7743>SYS-AMSPRESSCTRL>SYS-AMSTEMPCTRL
AP-3958,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-AMSPRESSCTRL,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>SYS-AMSTEMPCTRL>IF-SI3-4956>SYS-AMSPRESSCTRL,3,0.221112,0.644643,High,2026-05-20T05:30:43.092Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>IF-SI3-4956>SYS-AMSPRESSCTRL
AP-3959,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-IA1-8FD2,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL>SYS-IA1-8FD2,3,0.221112,0.644643,High,2026-05-20T05:30:43.093Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSPRESSCTRL>SYS-AMSTEMPCTRL>SYS-IA1-8FD2
AP-3960,TP-IF-SI7-1C0E-AUTO-INT-01,SYS-IA3-9033,TP-IF-SI7-1C0E-AUTO-INT-01>IF-SI7-1C0E>SYS-AMSTEMPCTRL>SYS-AMSPRESSCTRL>SYS-IA3-9033,3,0.221112,0.644643,High,2026-05-20T05:30:43.093Z,entry_likelihood_value(Medium)=0.5 | attack_success_factor(Low)=1 | source_weight(external)=0.7,SYS-AMSTEMPCTRL>SYS-IA3-9033>SYS-AMSPRESSCTRL
